task,condition,corr_mean,corr_lower,corr_upper,reliab_mean,reliab_lower,reliab_upper
surroundSuppBlock1,4,0.26971562946823086,-0.0824326244356407,0.5781521131605108,0.39617273069423736,-0.152309923989153,0.7326950382817412
surroundSuppBlock1,8,0.7211580215804436,0.5261996859427146,0.8600807458317135,0.8348647126400938,0.6895554880075796,0.9247778600265856
surroundSuppBlock1,8,0.7211580215804436,0.5261996859427146,0.8600807458317135,0.8348647126400938,0.6895554880075796,0.9247778600265856
surroundSuppBlock2,4,0.08376566318695905,-0.2595312869221037,0.42048399975400924,0.12995313326056374,-0.41210772545867647,0.5920291902150508
surroundSuppBlock1,8,0.7211580215804436,0.5261996859427146,0.8600807458317135,0.8348647126400938,0.6895554880075796,0.9247778600265856
surroundSuppBlock2,8,0.5691617430917019,0.30779451117394513,0.7566163406893515,0.7181806792260025,0.47070773080825495,0.8614474572254187
